6,HMS Viper (1794), HMS Viper was a Dutch hoy that the Admiralty purchased in 1794. She was commissioned into the Royal Navy in March 1794 under Lieutenant John W. Skinner for the Nore. At some point in 1796 Viper was under the command of Lieutenant R. Wilson. In March 1796 the Navy lent Viper to the Transport Board. The Navy recommissioned Viper in September under Lieutenant William Stagg who commanded her until 1801. In 1801 she was broken up at Portsmouth.
10,Prasinocyma rhodocosma, Prasinocyma rhodocosma is a species of moth of the Geometridae family. It is found in northern Western Australia the Northern Territory Queensland and New South Wales.The wingspan is about 30 mm.The larvae feed on young shoots and leaves of Eucalyptus species
10,Griswold's Ameiva, Griswold's Ameiva (Ameiva griswoldi) is a species of lizard in the genus Ameiva. It is endemic to the Caribbean nation of Antigua and Barbuda where it is found on both islands. It is also known as the Antiguan Ameiva or the Antiguan Ground Lizard.It is common on Barbuda and more common on the offshore islands of Antigua than on that main island. Populations on Barbuda are dark brown with irregular cream-colored splotches.
12,Be Yourself (Patti LaBelle album), Be Yourself marked Patti LaBelle's ninth solo album and her first since 1986's platinum hit Winner in You released in 1989 on the MCA label her second album with the company. The album featured the popular singles If You Asked Me To (later covered by Celine Dion) which was also featured on the James Bond soundtrack to the movie Licence to Kill and the top ten Prince-written socially conscious dance hit Yo Mister.
12,Underground Atlanta (album), Underground Atlanta is a 2-disc album by rapper Killer Mike released August 31 2009. The song I'mma Fool wit It featuring Big Kuntry King was released as a single.
3,Phil Lanzon, Phil Lanzon (born 23 March 1950) is the keyboardist for British progressive rock group Uriah Heep since 1986.Lanzon has worked with diverse performers of distinction in the rock and roll community. Both as a session musician and sideman he has also played for Grand Prix Grant & Forsyth John Lawton (former Uriah Heep-member) Mick Ronson Chris Spedding Sweet Paddy Goes to Holyhead and Tarracco.
10,Brinkmannella elongata, Brinkmannella elongata is a species of deepwater cardinalfish known to occur in deep waters of the Atlantic Ocean around the Bahamas. This species is the only known member of its genus.
12,Everything Glows, Everything Glows was the seventh album released by Danish rock band D-A-D. The album was released on April 13 2000 and was the first album with new drummer Laust Sonne. With the release of this album the band also changed the spelling of the band from D:A:D to the current D-A-D.
11,Copernicia macroglossa, Copernicia macroglossa is a palm which is endemic to western and central Cuba.
14,Getting Gertie's Garter (play), Getting Gertie's Garter is a play written by Wilson Collison and Avery Hopwood. Producer A. H. Woods staged it on Broadway in 1921. Hazel Dawn played the role of Gertie. The play was a sex farce but unlike most productions of its type the setting was a hayloft instead of a bedroom.
12,The Stones Jazz, The Stones Jazz is an album by jazz guitarist Joe Pass released in 1966.
6,RRS Discovery (2013), RRS Discovery is a Royal Research Ship operated by the Natural Environment Research Council. The ship is the third such vessel to be built and named for the ship used by Robert Falcon Scott in his 1901-1904 expedition to the Antarctic.Discovery was built as a replacement for the previous Discovery in the blue ocean research role. The ship was ordered in 2010 from the C.N.P. Freire shipyard in Vigo and was launched in April 2012.
4,Grant Schubert, Grant Schubert (OAM) (born 1 August 1980 in Loxton South Australia) is a field hockey striker from Australia who won the gold medal with the Men's National Team at the 2004 Summer Olympics in Athens. He was named World Hockey Young Player of the Year by the International Hockey Federation (FIH) in December 2003.Schubert now lives in Western Australia.Schubert was honoured as the most promising player at the 2003 Champions Trophy with nine goals in six matches.
12,The Lampinak, The Lampinak is an album by the Japanese noise musician Merzbow. It was partially included in the Merzbox.
2,Clear Creek High School (League City Texas), Clear Creek High School is located in League City Texas in the Clear Creek Independent School District. The school serves most of League City and the cities of Kemah Clear Lake Shores Nassau Bay and Webster.The school colors are Maroon and White. The school's mascot is Willie The Wildcat.
11,Wrightia lecomtei, Wrightia lecomtei is a species of plant in the Apocynaceae family. It is found in Cambodia and Thailand.
14,The Onion, The Onion is an American digital media company and news satire organization. It runs an entertainment website featuring satirical articles reporting on international national and local news in addition to a non-satirical entertainment section known as The A.V. Club and a creative services division called Onion Labs. It says 90 percent of its web site readers are between 18 and 44 years old.
11,Motandra guineensis, Motandra guineensis grows as a climbing shrub or liana up to 40 metres (130 ft) long with a stem diameter of up to 10 centimetres (3.9 in). Its fragrant flowers feature a white to greenish white corolla. Fruit is dark green with paired follicles each up to 18 centimetres (7.1 in) long. M. guineensis is found in a variety of habitats from sea-level to 1200 metres (3900 ft) altitude.
10,Amblyomma maculatum, Amblyomma maculatum is a species of tick in the genus Amblyomma. Immatures usually infest small mammals and birds that dwell on the ground; cotton rats may be particularly favored hosts.
12,Pursuit of Radical Rhapsody, Pursuit of Radical Rhapsody is an album by Italian-American jazz fusion and Latin jazz guitarist Al Di Meola released in 2011.
11,Fontainea oraria, Fontainea oraria is a rare rainforest plant growing near the sea on private property near Lennox Head Australia. The common name is Coast Fontainea.A survey in 2005 found there are only ten mature plants and 45 seedlings or juveniles. Fontainea oraria is listed as critically endangered by extinction.
11,Shorea exelliptica, Shorea exelliptica is a species of plant in the Dipterocarpaceae family. This species has previously been confused with Shorea elliptica and the species name is derived to highlight this point (ex = excluded from). It is an emergent tree up to 60 metres (200 ft) tall found in mixed dipterocarp forest on yellow clay and sandy clay soils on sedimentary rock. S. exelliptica is found in Peninsular Malaysia and Borneo.
14,The Coast, The Coast is a free weekly newspaper in Halifax Regional Municipality Canada. The paper distributes 24000 copies per week throughout the Halifax Regional Municipality. The paper is owned by Coast Publishing Limited.Founded in 1993 The Coast has a generally left wing editorial policy.
10,Neoplynes, Neoplynes is a genus of moth in the family Arctiidae.
14,Mouth (book), MOUTH (ISBN 978-0-9751075-9-1) is Antonella Gambotto-Burke's third interview anthology and fifth book. The foreword was written by Jordan Belfort author of The Wolf of Wall Street.
14,Half a Life (novel), Half a Life is a 2001 novel by Nobel laureate V. S. Naipaul published by Alfred A. Knopf. The novel is set in India Africa and Europe (London Berlin and Portugal). Half a Life was long listed for the Man Booker prize (2001).
7,Walnut Street School (Reading Massachusetts), The Walnut Street School is a historic school building at 55 Hopkins Street in Reading Massachusetts. A two-room schoolhouse built in 1853 it is the town's oldest public building. It was modified by architect Horace G. Wadlin in 1884.The building was listed on the National Register of Historic Places in 1984.
4,Ben Fawcett, Ben Fawcett is an Australian wheelchair rugby player and member of the national wheelchair rugby team. Named Australian Rookie of the Year in 2012 Fawcett made his international debut for Australia in 2013 at the tri-series between Australia New Zealand and the United States.
5,James Shankar Singh, James Shankar Singh (born 1924) was a Fiji Indian farmer businessman social worker and politician who served as a Minister in the Alliance Government of Ratu Sir Kamisese Mara. Like many Fiji Indian politicians of the era he joined the Alliance Party with a belief in mutiracialism but was disappointed with the Alliance Party's appeal to Fijian nationalism after 1977 and left the Alliance to join the National Federation Party.
2,Nower Hill High School, Nower Hill High School is a secondary academy school with a sixth form in Pinner in the London Borough of Harrow. The school currently has around 300 pupils in each year group including over 400 in the Sixth form making over 1900 pupils in the school. Nower Hill High School ranges from 11-18 year olds. In 2011 the school changed to academy status.
5,Colin Campbell (Scottish politician), Colin Campbell (born 31 August 1938 Paisley) is a Scottish politician. He was a Scottish National Party (SNP) Member of the Scottish Parliament for West of Scotland region from 1999 to 2003.
12,Sing You Sinners (album), Sing You Sinners is the seventh album by Erin McKeown since she began her career in 1997 and her fourth studio album in six years. Released in 2006 via Nettwerk Records it is an album of a variety of American standards with one original composition Melody.The album features Sam Kassirer on the piano organ and wurlitzer; Todd Sickafoose on the bass; and drummer Allison Miller. McKeown plays an array of banjos and guitars as well as vocals.
4,Una Paisley, Una Lillian Paisley captained the Australia national women's cricket team in 4 Test matches against New Zealand and England.A right-handed batswoman and off break bowler she played 12 Test matches in all from 1948 to 1961 scoring 471 runs with a best of 108 one of her two centuries. She also took 19 wickets at 22.94. She was born on 18 November 1922 in Kew in Melbourne in Victoria where she died in 1977 aged 54.
9,Ghargaon, Ghargaon is an old village in a Tehsil Shrigonda in Ahmednagar district in the Indian state of Maharashtra State . And 190 km distance from its State Main City Mumbai.
13,Living in Oblivion, Living in Oblivion is a 1995 low-budget independent comedy-drama film depicting the making of a low-budget independent film written and directed by Tom DiCillo and starring Steve Buscemi Catherine Keener Dermot Mulroney Peter Dinklage and James LeGros.
2,Ashworth College, Ashworth College (formerly known as Ashworth University) is a private accredited online institution based in Norcross Georgia USA that offers several different types of higher education and secondary education. Ashworth College occupies a 32000-square-foot facility that houses all departments of the College.
13,Into the West (film), Into the West is a 1992 Irish fantasy film about Irish Travellers written by Jim Sheridan and directed by Mike Newell.Into the West was one of several major films to come from Ireland during the 1990s including the likes of My Left Foot The Miracle The Commitments The Boxer The Playboys In the Name of the Father and The Crying Game. The film also received several awards for Best Film Best European Film and Outstanding Family Foreign Film.
8,Balsam Cap, Balsam Cap is a mountain located in Ulster County New York.The mountain is part of the Catskill Mountains.Balsam Cap is flanked to the north by Friday Mountain and to the southwest by Rocky Mountain.The northeast and southeast slopes of Balsam Cap drain into Maltby Hollow Brook thence into Bush Kill the Ashokan Reservoir Esopus Creek the Hudson River and into New York Bay.The southwest side of Balsam Cap drains into the headwaters of Rondout Creek thence into the Hudson River.The northwest side of Balsam Cap drains into the East Branch of the Neversink River the Delaware River and into Delaware Bay.Balsam Cap is within the Slide Mountain Wilderness of New York's Catskill State Park.
6,Alfa Romeo Gran Sport Quattroruote, The Alfa Romeo Gran Sport Quattroruote is a two-seater roadster constructed between 1965 and 1967 by the Italian car manufacturer Alfa Romeo. The car is a retro replica of the 1930s 1750 Gran Sport model (although the engine is in straight-4 rather than straight-6 configuration) and was inspired by an article published in the Milan-based car magazine Quattroruote.
12,Attack of the Wolf King, Attack of the Wolf King is the fifth and final studio album from Haste the Day. The album was released on June 29 2010 through Solid State Records. A song from the album entitled Travesty was released on the band's MySpace on May 4. Lyrics for Travesty were released on May 21 2010 on the band's Facebook.
12,The Perfect Storm (album), The Perfect Storm is the eighth studio album by American rapper Twista. The album was released on November 9 2010. The album debuted with 14939 copies at #38. The album had sold 19000 by November 21 2010. The album was produced mostly by The Legendary Traxster.
14,Word Processor of the Gods, Word Processor of the Gods is a short story by Stephen King first published in the January 1983 issue of Playboy magazine under the title The Word Processor and collected in King's 1985 collection Skeleton Crew.
13,Aap Ki Kasam, Aap Ki Kasam is a 1974 Hindi film produced by J. Om Prakash which also marks his directorial debut. The film stars Rajesh Khanna Mumtaz Sanjeev Kumar Rehman Asrani and A. K. Hangal. The music is by R.D. Burman who received the only Filmfare nomination for the film. The film was successful in the box office and it was also acclaimed by the critics.
13,Let's Live Tonight, Let's Live Tonight is a 1935 American musical comedy film directed by Victor Schertzinger and starring Lilian Harvey Tullio Carminati and Janet Beecher. The film was made as part of an unsuccessful attempt to establish Harvey who was a top box office draw in Germany as a major star in Hollywood. Harvey was under contract to Fox but was loaned out to Columbia for the production.
8,Taritatu River, The Taritatu River is a river in the northern part of the Indonesian province of Papua. During the Dutch colonial era it was known as the Idenburg River. The Taritatu River flows generally westward in the basin north of the island's central mountainous cordillera. Eventually it meets the Tariku River and at this confluence the two rivers become the Mamberamo River one of the largest rivers on the island of New Guinea.
6,HMS Hyacinth (1806), HMS Hyacinth was an 18-gun ship-sloop of the Cormorant class in the Royal Navy launched in 1806 at Great Yarmouth. In 1810 she was reclassed as a 20-gun Post-ship (but without being re-armed). She was again re-rated as 24 guns in 1817. Hyacinth took part in some notable actions on the coast of Spain one of which earned qualified in 1847 for the Naval General Service Medal. She was broken up in 1820.
13,New Year's Eve (film), New Year's Eve is a 2011 romantic comedy film directed by Garry Marshall. Like Valentine's Day Marshall's previous film it depicts a series of holiday vignettes of the state of several romances and features a large ensemble cast.
13,Rangle River, Rangle River is a 1936 Australian western directed by Clarence G. Badger. It was released in the United States under the title Men with Whips.
14,A Game of Thrones (comics), A Game of Thrones is the comic book adaptation of George R. R. Martin's fantasy novel A Game of Thrones the first in the A Song of Ice and Fire series.
10,Anorrhinus, Anorrhinus is a genus of hornbills (family Bucerotidae) found in forests of south-east Asia (just barely extending into adjacent parts of India and China). They are social and typically seen in groups but only the dominant pair are believed to breed while other group members act as helpers.
10,Cystiscus pardus, Cystiscus pardus is a species of very small sea snail a marine gastropod mollusk or micromollusk in the family Cystiscidae.
13,I Know Why the Caged Bird Sings (film), I Know Why the Caged Bird Sings is an American television film based on the autobiography of the same name by Maya Angelou first aired April 28 1979 on CBS. Angelou and Leonora Thuna wrote the screenplay and the movie was directed by Fielder Cook. Constance Good played the young Maya Angelou. Also appearing were Esther Rolle Roger E. Mosley Diahann Carroll Ruby Dee and Madge Sinclair.
10,White-spotted triplefin, Enneapterygius triserialis is a species of triplefin blenny in the genus Enneapterygius. It was described by Fricke in 1994.
14,Lizzie Zipmouth, Lizzie Zipmouth (2000) is a children's novel by author Jacqueline Wilson. It follows a young girl named Lizzie who copes with moving into a new home. It is aimed for 7-10 year old readers and is written in a fun and believable way to connect with the audience.[citation needed]
14,Clara Vaughan, Clara Vaughan is a sensation novel by R. D. Blackmore who was later to achieve lasting fame for another Romantic novel Lorna Doone. It was written in 1853 and published anonymously in 1864. It was Blackmore's first novel. The novel was generally well received by the public though some reviewers at the time believed it to have been written by Mary Elizabeth Braddon and criticised its author for not knowing about the law.
10,Platycheirus sticticus, Platycheirus sticticus is a species of hoverfly. It is found in many parts of Europe across to Siberia.
13,Sergeants 3, Sergeants 3 is a 1962 remake of Gunga Din (1939) set in the American West directed by John Sturges and featuring Rat Pack icons Frank Sinatra Dean Martin Sammy Davis Jr. Peter Lawford and Joey Bishop. It was the last film to feature all five members of the Rat Pack due to Sinatra's falling out with Lawford and later Bishop.
13,Tomorrow It Will Be Better, Tomorrow It Will Be Better or Morgen gaat het beter is a 1939 Dutch film directed by Frederic Zelnik.
5,Kamalesh Chandra Chakrabarty, Dr. Kamalesh Chandra Chakrabarty or K.C. Chakrabarty (born 27 June 1952) is an Indian Banker who served as one of the four Deputy Governors of the Reserve Bank of India (RBI) (India's central bank) from 15 June 2009 to 20 March 2014 resigning three months ahead of the completion of his term.
14,Ecrans d'Afrique, Founded by African filmmakers in Burkina Faso in 1992 during a period of intense worldwide interest and commentary on African T.V. and film the bilingual journal Ecrans d'Afrique: Revue Internationale de Cinema Television et Video (also known as African Screen) explored all aspects of African film production. It along with its many contemporaries sought to ameliorate an intellectual climate which suffered from a dearth of commentary on African film.
11,Syndiclis, Syndiclis is a genus of plant in Lauraceae family In East and South East Asia From India and China to Indonesia with 12 species known. About ten species in Bhutan and China; nine species present in China and endemic there.
13,Sinners (2007 film), Sinners is a 2007 motion picture based on true story and written and directed by Tory Christopher. Eleven Eleven Pictures produced the feature. The film stars Ben Kurland Matthew Christopher and Sean Hoagland.
9,Mataruge (Prijepolje), Mataruge is a village in the municipality of Prijepolje Serbia. According to the 2002 census the village has a population of 164 people.
14,Barmy in Wonderland, Barmy in Wonderland is a novel by P. G. Wodehouse first published in the United Kingdom on 21 April 1952 by Herbert Jenkins London and in the United States on May 8 1952 by Doubleday & Company New York under the title Angel Cake.The central character is Cyril Barmy Fotheringay-Phipps (pronounced Funghy Fipps) who also appears in several of the Jeeves and Drones Club stories and novels.
10,One Man (horse), One Man (1988-3 April 1998) was an Irish-bred National Hunt steeplechase racehorse sired by Remainder Man out of the mare Steal On. The popular grey won 20 of 35 races including the Queen Mother Champion Chase in 1998. He was trained by the late Gordon W. Richards and owned by John Hales. Renowned for his jumping ability and high cruising speed he was nicknamed his little bouncing ball by Richards and was adopted by many as the new Desert Orchid.
2,Oakland Alternative High School, Oakland Alternative High School is an alternative secondary school in Tacoma Washington. It was built in 1912 by a prominent local architectural firm and is located at 3319 South Adams Street (South End).
14,Slow Wave, Slow Wave is a weekly comic strip by Jesse Reklaw. It has been syndicated to alternative newspapers around the U.S. since 1995 and also appears online. It has changed style twice since its inception.
5,Julius Patrick, Julius Patrick Jr. (May 16 1938 - November 26 2006) was the African-American Democratic mayor of Boyce in northern Rapides Parish who died in a head-on collision in a chain-reaction accident on Interstate 10 in Ascension Parish near Gramercy in south Louisiana. Patrick was first elected mayor of Boyce a community of 1200 in 1978.
9,Bodhe Nepal, Bodhe is a village development committee in Dhankuta District in the Kosi Zone of eastern Nepal. At the time of the 1991 Nepal census it had a population of 3294 people living in 572 individual households.
14,Journal of Applied Psychology, The Journal of Applied Psychology is a bimonthly peer-reviewed academic journal published by the American Psychological Association. The journal emphasizes the publication of original investigations that contribute new knowledge and understanding to fields of applied psychology (other than clinical and applied experimental or human factors which are more appropriate for other American Psychological Association journals).
14,The Theory of Capitalist Development, The Theory of Capitalist Development is a 1942 book by Paul Sweezy who offers a statement and defense of the labor theory of value. Sweezy has been criticized for his alleged misrepresentations of Karl Marx's economic theories.
11,Streptanthus brachiatus, Streptanthus brachiatus is a species of flowering plant in the mustard family known by the common name Socrates Mine jewelflower. It is endemic to the Inner North Coast Ranges of California north of the San Francisco Bay Area. It can be found in chaparral and woodland habitat often on serpentine soils in Sonoma Lake and Napa Counties. It is a biennial herb producing a branching stem up to about 60 centimeters in maximum height.
12,Happiness (The Weepies album), Happiness is the first album released by pop-folk band The Weepies. It was released independently by the band on November 29 2003.
10,Cyprinus megalophthalmus, Cyprinus megalophthalmus is a species of ray-finned fish in the genus Cyprinus.
8,T'iksu, T'iksu (Quechua for inclination or motion to one side obliqueness slant hispanicized spelling Ticsho) is a volcano in the Andes of Peru about 3860 metres (12664 ft) high. It is situated in the Valley of the Volcanoes in the Arequipa Region Castilla Province Andagua District. T'iksu lies south-west of the volcano Puka Mawras and west of the volcano Yana Mawras.
9,Kadadoovapitiya, Kadadoovapitiya is a village in Sri Lanka. It is located within Central Province.
12,The Cost of Living (The Static Age album), The Cost of Living is the 1st full length release from Vermont's The Static Age. It initially had a tour pre-release consisting of 50 copies before its original release in 2002 through Primary Records. The album was later re-released through Primary/Red Dawn Records in 2003.
13,Ocean of Tears, The Ocean of Tears is a 2012 Kashmiri short documentary film produced by Rajiv Mehrota under the banner of Public Service Broadcasting Trust of India. The film is a documentary of the crimes and human rights violations impositioned on the people of Kashmir especially on women. The film raises the issue of mass rape incident of Kunan Poshpora.The film supported by the Ministry of Information and Broadcasting (India) was stopped and banned from screening at the University of Kashmir.
13,The Wicked Lady, The Wicked Lady is a 1945 film starring Margaret Lockwood in the title role as a nobleman's wife who secretly becomes a highwayman for the excitement.
13,Spook (film), Spook is a 1988 Australian film about a family who goes on a getaway and is attached by something dangerous in the forest.
5,Jean Kahwaji, Jean Kahwaji is chief of the Lebanese Armed Forces.
11,Leptotes (orchid), Leptotes abbreviated Lpt in horticultural trade is a genus of orchids formed by nine small species that grow in the dry jungles of south and southeast Brazil and also in Paraguay or Argentina.
4,Ben Crooks, Ben Crooks (born 15 June 1993) is an English rugby league player currently playing for Hull. He is the son of Hull legend Lee Crooks and the nephew of another Hull Legend Steve Knocker Norton. After coming up through the academy. His position is centre. He signed a new 2 year deal at the end of the 2012 season. He has been one of the best young talents to emerge from Hull creating a deadly try scoring combination with winger Tom Lineham during the first half of the 2013 season.
11,Tetraneuris acaulis, Tetraneuris acaulis (syn. Hymenoxys acaulis) is a species of flowering plant in the Asteraceae the aster family. Common names include stemless four-nerve daisy stemless hymenoxys butte marigold and stemless rubberweed.It is native to the western and central United States and central Canada. It has rarely been found...
10,Erebus intermedia, Erebus intermedia is a moth of the Noctuidae family. It is found in Asia including the Bismarck Archipelago and Sulawesi.
14,Cornell HR Review, The Cornell HR Review is an online journal of human resource management scholarship published independently by graduate students at Cornell University.
10,Tryssogobius colini, Tryssohobius colini commonly named Colin's fairygoby or tiny dartfish is a species of fish in the genus Tryssogobius. It can be found in the tropical western Pacific Ocean. The species may grow to an average length of 3.5 cm. The tiny dartfish is generally a pale blue-gray color with various light blue or violet spots on its fins and head.
6,USS Kanawha II (SP-130), USS Kanawha II (SP-130)/USS Piqua (SP-130) -- was a yacht acquired by the U.S. Navy during World War I. She was placed into service as an escort for Allied convoys traveling across the dangerous North Atlantic Ocean. German U-boats were active in sinking Allied ships and Kanawha II (later renamed Piqua) provided a valuable service as a lookout and in one instance attacked one and drove it off. Post-war she was returned to her pre-war owner in July 1919.
6,RMS Lucania, RMS Lucania was a British ocean liner owned by the Cunard Steamship Line Shipping Company built by Fairfield Shipbuilding and Engineering Company of Govan Scotland and launched on Thursday 2 February 1893.Identical in dimensions and specifications to her running mate RMS Campania RMS Lucania was the joint largest passenger liner afloat when she entered service in 1893.
13,Lokpal (film), Lokpal is a 2013 Malayalam thriller film directed by Joshiy and written by S. N. Swamy. The film stars Mohanlal and Kavya Madhavan in the lead roles while Meera Nandan Manoj K. Jayan Thambi Ramaiah and Saikumar play supporting roles. The soundtrack was composed by Ratheesh Vegha with lyrics by Rafeeq Ahmed. The film released on 31 January 2013.
12,Live in NYC, Live in NYC is a live album and DVD by American alternative rock band Jane's Addiction released on July 8 2013 in the UK and July 9 in North America. The album was recorded at Terminal 5 on December 29 2012 during the band's Theatre of Escapists tour.The album is the band's first fully live release since its 1987 debut Jane's Addiction.
5,William Snyder (politician), William D. Snyder (born September 6 1952) is a Stuart Florida retired law enforcement officer and Republican politician who serves as the District 82 representative in the House of Representatives of the State of Florida. He was first elected to the Florida House in 2006 and was reelected in 2008.Representative was born in New York City on September 6 1952.He earned his Associate of Arts degree in Criminal Justice in 1976 from Miami-Dade Community College.
5,C. A. D. Barclay, C. A. D. Barclay was the 17th Accountant General and Controller of Revenue. He was appointed on 16 June 1876 succeeding John Douglas and held the office until 23 May 1877. He was succeeded by W. H. Ravenscroft.
12,Wines & Spirits, Wines & Spirits is the fourth studio album by American R&B/soul artist Rahsaan Patterson released in September 2007 under Artistry Music. The album debuted at No. 42on Billboards Top R&B/Hip-Hop Albums chart. The singles Stop Breaking My Heart peaked at #59 and Feels Good at #76 on Billboards Hot R&B/Hip-Hop Singles & Tracks. The album was produced by Patterson along with long time friends/music collaborators Jamey Jaz and Keith Crouch and a variety of other producers.
4,Inessa Merkulova, Inessa Merkulova (born 9 November 1964 in Moscow) is a Russian dressage rider. She has represented Russia three times at the World Equestrian Games. She is also a two-times participant at the Dressage World Cup Finals (in 2002 and 2006).She has qualified for the 2014 Dressage World Cup Final in Lyon after finishing 3rd in the Central European League rankings.
13,El ahijado de la muerte, El ahijado de la muerte (The Godson of Death) is a 1946 Mexican film. It was the first film to be written by Luis Alcoriza.
12,That '70s Album (Rockin'), That '70s Album (Rockin') is the soundtrack to the television series That '70s Show released in 1999.
4,Travis Brown (wide receiver), Travis VaShon Brown (born July 26 1986 in Memphis Tennessee) is an American football wide receiver who is currently a free agent. He was signed by the Seattle Seahawks as an undrafted free agent in 2008. He played college football at New Mexico.Brown has also been a member of the Cincinnati Bengals Chicago Bears and St. Louis Rams.
5,Leticia Sosa, Martha Leticia Sosa Govea (born November 25 1950) is a Mexican politician from Colima affiliated to the National Action Party who has served as municipal president (mayor) of the city of Manzanillo and as Senator.In 2006 she was elected to serve in the Senate of Mexico for a six-year term. She left the Senate to run for Governor of the state of Colima. In 2009 She was designated the PAN candidate for the 2009 Colima state election. Sosa was defeated by the PRI candidate.
14,Saving Max, Saving Max is the first novel written by American author Antoinette van Heugten. The novel is about attorney Danielle Parkman and her son Max a teenager with Asperger Syndrome who was accused of murdering another patient at a mental hospital. The book spent two weeks on USA Today's top 150 books where it peaked at position 135.
10,Nacellidae, Nacellidae is a taxonomic family of sea snails or true limpets marine gastropod molluscs in the clade Patellogastropoda.Nacellidae is the only family in the superfamily Nacelloidea. This family has no subfamilies.
10,Eunaticina, Eunaticina is a genus of predatory sea snails marine gastropod mollusks in the family Naticidae the moon snails.
13,Bad Subject, Bad Subject (Italian: Un cattivo soggetto) is a 1933 Italian comedy film directed by Carlo Ludovico Bragaglia and starring Vittorio De Sica.
14,Galicia Hoxe, Galicia Hoxe was a Galician newspaper from Santiago de Compostela written entirely in Galician. Founded in January 1994 it was formerly called O Correo Galego. It changed its name to Galicia Hoxe in May 2003 and ceased publication on 28 June 2011 due to financial reasons but remains an active internet news source.
14,A Secret Atlas, A Secret Atlas is the first book in the Age of Discovery series of fantasy novels by Michael Stackpole. It was published by Bantam Books in 2005.
13,Stolen Heaven, Stolen Heaven is a 1931 American drama film directed by George Abbott. It was released on February 21 1931 by Paramount Pictures.
10,Asota heliconioides, Asota heliconioides is a moth of the Noctuidae family. It is found in the Philippines.
5,Birte Weiss, Birte Weiss (born 1 May 1941) is a Danish journalist and social democrat politician who served in various capacities in the government of Denmark.
13,Deadlock (1931 film), Deadlock is a 1931 British crime film directed by George King and starring Stewart Rome Marjorie Hume and Warwick Ward.
11,Euphorbia parishii, Euphorbia parishii is a species of euphorb known by the common name Parish's sandmat. It is native to the sandy soils of the deserts in California and Nevada. It is a perennial herb forming a small patch on the ground. The slender hairless tangling stems have pairs of tiny pointed oval leaves each leaf just a few millimeters long. The minute inflorescence is a cyathium one millimeter wide.
10,Tahuata Rail, The Tahuata Rail (Gallirallus roletti) is an extinct species of flightless bird in the Rallidae or rail family.
14,Daisy Fay and the Miracle Man, Daisy Fay and the Miracle Man is a 1981 novel by best-selling author Fannie Flagg. It was originally published under the title Coming Attractions. The story is a series of diary entries that chronicle the main character's years growing up in Mississippi from 1952 to 1959.
5,Jerry Petrowski, Jerry Petrowski (born June 16 1950) is an American ginseng dairy and beef farmer and Republican politician from Wisconsin.
11,Dactylis glomerata, Dactylis glomerata also known as cock's-foot or orchard grass is a common species of grass in the genus Dactylis. It is a cool-season perennial C3 bunchgrass native throughout most of Europe temperate Asia and northern Africa.
2,Helen Cox High School, Helen Cox High School is a high school located in Harvey in unincorporated area Jefferson Parish Louisiana United States.The school is a part of the Jefferson Parish Public Schools system. The school primarily serves the Harvey and Gretna areas of Jefferson Parish. The school's mascot is Charlie the Cougar (felis concolor) and the school colors are Scarlet (Red) and (Vegas) Gold.Helen Cox's namesake was the first principal of the Gretna Public High School.
11,Madhuca rufa, Madhuca rufa is a species of plant in the Sapotaceae family. It is endemic to Malaysia. It is threatened by habitat loss.
4,Deng Haiyang, Deng Haiyang (born 15 October 1984 in Kunming Yunnan) is a Chinese long-distance runner who specializes in the marathon. He competed at the 2006 Asian Games and the 2007 World Championships. He will represent his country at the 2008 Summer Olympics.
6,Gloster Gauntlet, The British Gloster Gauntlet was a single-seat biplane fighter of the RAF designed and built by Gloster Aircraft in the 1930s. It was the last RAF fighter to have an open cockpit and the penultimate biplane fighter in service.
6,Revolution Mini-500, The Revolution Mini-500 is a 1990s American single-seat light helicopter designed and built by Revolution Helicopter Corporation as a kit for homebuilding.Revolution Helicopter went out of business in November 1999 and kits are no longer available.
12,Waters Edge, Waters Edge is the eighth album by Sweet released in 1980.
13,Touch of Pink, Touch of Pink is a 2004 Canadian-British gay-themed romantic comedy film written and directed by Ian Iqbal Rashid. The film takes its title from the Cary Grant film That Touch of Mink.
11,Bulbophyllum hiepii, Bulbophyllum hiepii is a species of orchid in the genus Bulbophyllum.
14,Hellblazer, Hellblazer (also known as John Constantine Hellblazer) was a contemporary horror comic book series originally published by DC Comics and subsequently by the Vertigo imprint since March 1993 when the imprint was introduced. Its central character was the streetwise magician John Constantine who was created by Alan Moore Steve Bissette and Jamie Delano and first appeared as a supporting character in The Saga of the Swamp Thing #37 (June 1985) during that creative team's run on that title.
10,Ophthalmitis rufilauta, Ophthalmitis rufilauta is a moth of the Geometridae family. It is found in Borneo.
8,Fossil Mountain (Wyoming), Fossil Mountain (10916 feet (3327 m) is located in the Teton Range within the Jedediah Smith Wilderness of Caribou-Targhee National Forest U.S. state of Wyoming.
14,Douglas Adams's Guide to The Hitchhiker's Guide to the Galaxy, Douglas Adams's Guide to The Hitch-Hiker's Guide to the Galaxy is a BBC Radio production sold as an audio book on two cassette tapes. The programme was first broadcast in 1998 marking the 20th anniversary of the first radio programme in the Hitchhiker's Guide to the Galaxy series.
7,Armory-Latisona Building, The Armory-Latisona Building (also known as the Mihlbaugh Building) is a historic armory on South Main Street in Lima Ohio United States. Built in 1896 it features a Victorian variant of the Romanesque Revival style of architecture.
